nome,tmdb_id,biografia,data_nascita,luogo_nascita
Daniel Barber,94918,"​From Wikipedia, the free encyclopedia.  

Daniel Barber is a British director who was nominated for an Academy Award in 2008 for his short film 'The Tonto Woman'. Barber's wife Sandra was by his side throughout the Oscar ceremonies, despite her own struggle with cancer.

Description above from the Wikipedia article Daniel Barber (director), licensed under CC-BY-SA, full list of contributors on Wikipedia.",1965-01-01," London, England"
Robert Marcarelli,102797,,,
Ernie Barbarash,5917,"From Wikipedia, the free encyclopedia

Ernie Barbarash is a movie producer, perhaps best known as co-producer of the films American Psycho, Cube 2: Hypercube, Prisoner of Love, The First 9½ Weeks and The Cat's Meow. Barbarash also wrote and directed Cube Zero and Stir of Echoes: The Dead Speak. He also directed the Canadian horror/thriller They Wait.

Description above from the Wikipedia article Ernie Barbarash, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1947-01-29,"Baltimore, Maryland, USA"
Guy Hamilton,9915,"Mervyn Ian ​Guy Hamilton, DSC (September 16, 1922 – April 20, 2016) was an English film director. Hamilton was born in Paris, France where his English parents were living. Remaining in France during the Nazi occupation, he was active in the French Resistance. After the end of the war, he worked as an assistant to Carol Reed on films including The Fallen Idol (1948) and The Third Man (1949), before turning to directing with his first film The Ringer in 1952. He made 22 films from the 1950s to the 1980s, including four installments of the James Bond series, based on the novels by Ian Fleming. He was married at one time to actress Naomi Chance.

Description above from the Wikipedia article Guy Hamilton, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1922-09-16,"Paris, Ile-de-France, France"
Adam Brooks,,,,
Michael Anderson,20412,"Michael Joseph Anderson, Sr. (30 January 1920 – 25 April 2018) was an English film director, best known for directing Around the World in 80 Days (1956) and Logan's Run (1976).",1920-01-30,"Hillingdon, Middlesex, England, UK"
James D. Stern,52159,"​From Wikipedia, the free encyclopedia.  

James D. Stern is an American film director and producer, and Broadway producer, and a member of the Producers Guild of America. He won a 2003 Tony Award for ""Hairspray,"" has been nominated for many Tony awards, and was a Drama Desk Award Winner for ""Stomp.""

Description above from the Wikipedia article James D. Stern , licensed under CC-BY-SA, full list of contributors on Wikipedia.",1957-07-18,
Matt Bettinelli-Olpin,66681,"Matt Bettinelli-Olpin is an American filmmaker, writer, producer, musician, and actor best known as a founding member of the filmmaking collective Radio Silence. He first gained recognition in the found footage genre through Radio Silence’s segment “10/31/98” in V/H/S and later co-directed horror films including Devil's Due, Southbound, and Ready or Not. Bettinelli-Olpin later helped revive the Scream franchise with Scream and Scream VI, followed by the vampire horror film Abigail.",1978-02-19,"Oakland, California, USA"
Sharron Miller,,,,
Aaron Schneider,58292,"Aaron Schneider (born July 26, 1965) is an American filmmaker and cinematographer.

His short film Two Soldiers (2003) won the Academy Award for Best Live Action Short Film. He won an Independent Spirit Award for his feature film debut, Get Low (2009).

Description above from the Wikipedia article  Aaron Schneider, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1965-07-26,"Springfield, Illinois, USA"
Tom Ford,120615,"Thomas Carlyle ""Tom"" Ford (born August 27, 1961) is an American fashion designer and film director. He gained international fame for his turnaround of the Gucci fashion house and the creation of the Tom Ford label before directing the Oscar-nominated film A Single Man.

Description above from the Wikipedia article Tom Ford, licensed under CC-BY-SA, full list of contributors on Wikipedia.​",1961-08-27,"Austin, Texas, USA"
Tony Maylam,70415,"​From Wikipedia, the free encyclopedia

Tony Maylam (1943) is an English-born filmmaker for cinema and television.

Description above from the Wikipedia article Tony Maylam, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1943-05-26,"London, England, UK"
Mitch Davis,86164,,,
Kevin Brodie,40220,,1952-05-31,"Burbank, California, USA"
Lynne Ramsay,83287,"Lynne Ramsay (born 5 December 1969) is a Scottish film director, screenwriter, producer, and cinematographer, best known for the feature films Ratcatcher (1999), Morvern Callar (2002), We Need to Talk about Kevin (2011), and You Were Never Really Here (2017).",1969-12-05,"Glasgow, Strathclyde, Scotland, UK"
John Stephenson,1387618,,,
Tim Chambers,550857,,,
Dick Richards,19333,"From Wikipedia, the free encyclopedia

Dick Richards (born 1936) is an American film director, producer and writer.

After working as a photographer, Richards went on to direct commercials. His career in film began by writing and directing a western, The Culpepper Cattle Co. (1972), and continued with such films as Farewell, My Lovely (1975), March or Die (1977), and Man, Woman and Child (1983). Though initially considered to direct Tootsie (1982), complications arose with the script, and he assumed the role of producer instead, for which he received an Academy Award nomination.

Description above from the Wikipedia article Dick Richards, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1936-01-01,"New York City, New York, USA"
Bob Gosse,36187,"​From Wikipedia, the free encyclopedia.  

Bob Gosse (born January 9, 1963) is an American film producer and director. He has also acted in several movies.

Description above from the Wikipedia article Bob Gosse, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1963-01-09,"Long Island, New York, United States"
Alex Zamm,88077,Alex Zamm is an American director and screenwriter with a focus on creating family entertainment that is often visual effects heavy and frequently incorporates animals and kids.,1962-03-14,"Woodstock, New York, USA"
Spencer Susser,131521,"Spencer Susser (born 1977) is an American filmmaker and film editor.

Originally from California, Susser is the only American member of the Australian filmmaking collective Blue-Tongue Films. His short film I Love Sarah Jane, featuring Mia Wasikowska, won Best Narrative Short at the 2008 Nashville Film Festival, the Reel Frontier Merit Award at the Arizona International Film Festival, and the Canal+ Award at the Clermont-Ferrand International Short Film Festival. Susser co-wrote the project with David Michôd. In February 2011, it was reported that Susser is developing a feature-length film based on the short.

His feature film debut, Hesher, stars Joseph Gordon-Levitt and Natalie Portman. It appeared at the 2010 Sundance Film Festival and was released in the United States on May 13, 2011.

Susser co-directed the music video for Lana Del Rey's song ""Summertime Sadness"" with Kyle Newman.

Description above from the Wikipedia article Spencer Susser, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1977-01-01,
Thaddeus O'Sullivan,72467,,1947-05-02," Dublin, Ireland"
Shari Springer Berman,72205,"Shari Springer Berman (born July 13, 1963) is an American filmmaker, best known for collaborating with her husband Robert Pulcini.",1963-07-13,"New York City, New York, USA"
Aleksey German,270361,"Aleksei Yuryevich German (Алексей Юрьевич Герман, 20 July 1938 – 21 February 2013) was a Soviet and Russian director, screenwriter and producer. He is noted for his stark pessimism, long, serpentine sequence shots, black and white cinematography, overbearing sound design and acute observations of Stalinist Russia.",1938-07-20,"Leningrad, Russian SFSR, USSR [now St. Petersburg, Russia]"
Stephen Milburn Anderson,96745,,,
Richard E. Grant,,,,
David Lam,141503,Hong Kong Director.,,
Vladlen Barbe,1006810,,1960-03-08,"Kishinev, Moldavskaya SSR, USSR"
Richard Rich,107274,"Richard Rich is an American filmmaker and current president of Crest Animation Productions. He is well known for his work in the animation field.

He is one of the few animation directors to have never worked as animator.",1951-06-15,"Long Beach, California, USA"
Robert C. Cooper,27745,"Robert C. Cooper is a Canadian writer and producer best known for his work in the Stargate franchise. He was formerly an executive producer of Stargate SG-1 and Stargate Atlantis until both series conclusion and currently holds the same title on the third Stargate series Stargate Universe. He also co-created both Stargate Atlantis and Stargate Universe with Brad Wright. Cooper has written and produced many episodes of Stargate SG-1, Stargate Atlantis and Stargate Universe as well as directing a number of episodes.

Description above from the Wikipedia article Robert C. Cooper, licensed under CC-BY-SA, full list of contributors on Wikipedia.​",1968-10-14,"Toronto, Ontario, Canada"
Kim Nguyen,646785,"Kim Nguyen has gained international recognition for his films, which are known for their atmospheric visual style, and elements of fantasy and magic realism. He is perhaps best known for his fourth feature, Rebelle (War Witch, 2012), a harrowing portrait of child soldiers in sub-Saharan Africa. It received numerous honours including 10 Canadian Screen Awards and eight Jutra Awards — including trophies for best director and screenplay at both galas — and an Academy Award nomination for Best Foreign Language Film.",1974-01-01,"Montreal, Quebec, Canada"
Jackie Earle Haley,,,,
Max Färberböck,22677,"Max Färberböck (born September 22, 1950) is a German film director and writer.",1950-09-22,"Degerndorf, Germany"
Arie Posin,76009,,,
Damian Nieman,77062,,,
Mark Tonderai,86482,"Mark Tonderai is an ex-disc jockey, writer, actor and film director. He is co-founder of the London-based production company Shona Productions, with partner Zoe Stewart.

Description above from the Wikipedia article Mark Tonderai, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1974-07-16,"London, England, UK"
Ian Fitzgibbon,109978,"Ian Fitzgibbon (born 1962) is an Irish film and television director, screenwriter and occasionally actor. He is perhaps best known for directing Spin the Bottle, A Film with Me in It and the Comedy Central UK show Threesome, and for the role of Fr. Jessup in Father Ted. In 2014, he won an IFTA for director television drama for the Sky sitcom Moone Boy.",1962-01-01,"Dublin, Ireland"
Rachel Perkins,942251,"Rachel Perkins is an Australian film and television director, producer, and screenwriter. Her Australian Aboriginal heritage (Arrernte/Kalkadoon) has informed her entire filmmaking career. She founded Australia's premier Indigenous production company Blackfella Films in 1992, and has contributed extensively to the development of Indigenous filmmakers in Australia and, more broadly, to the Australian film and television industry. She is known for her films Radiance (1998), One Night the Moon (2001), Bran Nue Dae (2010), and Jasper Jones (2017).",1970-01-01,"Canberra, Australia"
Luis Valdez,82219,"From Wikipedia, the free encyclopedia.

Luis Valdez (born June 26, 1940) is an American playwright, writer and film director.

He is regarded as the father of Chicano theater in the United States.

Description above from the Wikipedia article Luis Valdez, licensed under CC-BY-SA, full list of contributors on Wikipedia.​",1940-06-26,"Delano, California"
Alan Alda,,,,
Louis Morneau,65420,,,"Hartford, Connecticut, U.S."
Caroline Link,4522,"Caroline Link is best known for directing critically acclaimed ""Beyond Silence"", which was nominated for an Academy Award for Best International Feature Film, and for directing ""Nowhere in Africa"", which won an Academy Award for Best International Feature Film and was nominated for a Golden Globe Award.",1964-06-02,"Bad Nauheim, Germany"
Sterling Van Wagenen,1053020,,,
Zal Batmanglij,933739,"Zal Batmanglij is an American film director and screenwriter. He directed and co-wrote the 2011 film Sound of My Voice and the 2013 film The East, both of which premiered at the Sundance Film Festival.

Batmanglij was born in France to Iranian parents. His mother is the cookbook author Najmieh Batmanglij, and his younger brother Rostam Batmanglij is a member of the band Vampire Weekend. Both brothers are gay. Batmanglij grew up in Washington, DC, in the United States. He studied anthropology and English at Georgetown University, graduating in 2002. There he met Mike Cahill  in a philosophy class. They took a screenwriting course together and  produced a short film that won the Georgetown Film Festival. Brit Marling saw the short film and asked if she could work with them.

Several years later, after Marling's graduation, the three friends  moved to Los Angeles, California, where Batmanglij attended the American Film Institute Conservatory. For his thesis film, he made a 35mm short called The Recordist (2007), which starred Marling.",1981-04-28,"Vence, Alpes-Maritimes, France"
Hans Petter Moland,95972,"Hans Petter Moland (born 1955) is a Norwegian film director. Hans Petter was the first born son of Odd Moland and Sigrid Eid Moland, and has a younger brother named Morten Moland. He is a film graduate from Emerson College in the United States. When living in Boston Hans Petter met a college student Elizabeth (Lisa) Pacini whom he married, and later moved back to Norway with. When living in Norway he had three children; Nicolai (1985), Anna Marina (1987) and Max Emil (1989). In 1992 Hans Petter and Elizabeth got divorced. He later married Norwegian film artist Maria Sødahl and had three more children; Sara (1995), Lukas (1998) and Jack (2001). Hans Petter has been awarded prizes for his commercials at all major festivals, including Cannes, before he made his feature debut in 1993 with The Last Lieutenant. He followed up with Zero Kelvin (1995), Aberdeen (2000) and The Beautiful Country (2004), which was selected for Competition in Berlin. He also directed the short film United We Stand, which has been awarded prizes at several major film festivals. He is also well known for his collaboration and deep friendship with Swedish actor Stellan Skarsgård, having directed him in three movies; Zero Kelvin, Aberdeen and En ganske snill mann (2010). Regnskap was nominated for the Golden Bear at the 60th Berlin International Film Festival.",1955-10-17,"Осло, Норвегия"
Oren Moverman,34110,"Oren Moverman (Hebrew: אורן מוברמן; born July 4, 1966) is an Israeli American, Academy Award-nominated screenwriter, film director, and Emmy Award-winning film producer. He has directed the films The Messenger, Rampart, Time Out of Mind, and The Dinner. He also directed the Paramount+ documentary series ""Willie Nelson & Family"" with Thom Zimny.

Description above from the Wikipedia article Oren Moverman, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1966-07-04,Israel
Ian Sharp,113907,,,
Wolfgang Becker,4780,"Wolfgang Becker was a German film director and screenwriter who also occasionally appeared as an actor, cameraman, film editor and producer. His greatest success came with the 2003 tragicomedy Good Bye, Lenin!",1954-06-22,"Hemer, Germany"
Dan O'Bannon,5045,"Daniel Thomas ""Dan"" O'Bannon (September 30, 1946 – December 17, 2009) was an American screenwriter and director of science fiction and horror films. He is best known for his work on ""Alien"" (1979), ""The Return of the Living Dead"" (1985) and ""Total Recall"" (1990).",1946-09-30,"St. Louis, Missouri, USA"
George Roy Hill,9577,"George Roy Hill (December 20, 1921 – December 27, 2002) was an American film director. He is most noted for directing such films as Butch Cassidy and the Sundance Kid and The Sting, which both starred the acting duo Paul Newman and Robert Redford. Other notable films are Slaughterhouse-Five, The World According to Garp, The World of Henry Orient, Hawaii, Thoroughly Modern Millie, The Great Waldo Pepper, Slap Shot, A Little Romance with Laurence Olivier, and The Little Drummer Girl.",1921-12-20,"New York City, New York, USA"
Robert Stevenson,5834,"Robert Stevenson (31 March 1905, Buxton, Derbyshire – 30 April 1986) was an English film writer and director. He was educated at Cambridge University where he became the president of both the Liberal Club and the Cambridge Union Society.

He moved to California in the 1940s and ended up directing 19 films for The Walt Disney Company in the 1960s and 1970s. Today, Stevenson is best remembered for directing the Julie Andrews musical Mary Poppins, for which Andrews won the Academy Award for Best Actress and Stevenson received a nomination for Best Director Oscar.

Stevenson divorced his first wife Cecilie and married actress Anna Lee in 1934. They lived on London's Bankside for five years, moving to Hollywood in 1939, where he remained for many years. They had two daughters, Venetia and Caroline, before divorcing in March 1944.

He married Frances Holyoke Howard on October 8, 1944; they later divorced. They had one son, Hugh Howard Stevenson. Robert Stevenson's widow, Ursula Henderson, appeared as herself in the documentary Locked in the Tower: The Men behind Jane Eyre in 2007.

Description above from the Wikipedia article Robert Stevenson (director), licensed under CC-BY-SA, full list of contributors on Wikipedia​",1905-03-31,"Buxton, Derbyshire, England, UK"
Gary Hardwick,95458,,,"Detroit, Michigan, USA"
King Vidor,29962,"King Wallis Vidor (February 8, 1894 – November 1, 1982) was an American film director, film producer, and screenwriter whose career spanned nearly seven decades. In 1979, he was awarded an Honorary Academy Award for his ""incomparable achievements as a cinematic creator and innovator."" He was nominated five times for the Academy Award for Best Director, and won eight international film awards during his career. Vidor's best known films include The Big Parade (1925), The Crowd (1928), Stella Dallas (1937), and Duel in the Sun (1946).",1894-02-08,"Galveston, Texas, USA"
Fred Savage,2223,"Frederick Aaron Savage (born July 9, 1976) is an American actor, director and producer of television and film.

He is best known for his role as Kevin Arnold in the American television series The Wonder Years and as the grandson in The Princess Bride.

In later years, he has directed and produced numerous episodes of television series, such as Ned's Declassified School Survival Guide, Hannah Montana, and Phil of the Future, as well as the primetime series Ugly Betty and It's Always Sunny In Philadelphia.",1976-07-09,"Chicago, Illinois, USA"
Sammo Hung,,,,
Rusty Cundieff,141825,"George Arthur ""Rusty"" Cundieff (born December 13, 1960) is an American film/television director, actor, and writer. His notable credits are as director/writer of and lead actor in the This Is Spinal Tap-like rap satire Fear of a Black Hat, as writer of the second installment to House Party, and as director of the horror anthology Tales from the Hood. He also directed the 1997 film, Sprung. He was also a director for Chappelle's Show and a correspondent on TV Nation. He also directed and starred in a U Can't Touch This parody titled Yes We Can, which focuses on Barack Obama. Cundieff was born in Pittsburgh, Pennsylvania, the son of Christina and John A. Cundieff, both of whom appeared in Tales from the Hood. He is married to Trina Davis Cundieff with whom he has two children. Cundieff is a member of Alpha Phi Alpha, the first intercollegiate Greek-letter fraternity established for African Americans. He also portrayed a fraternity brother (of the fictitious Gamma Phi Gamma) in Spike Lee's School Daze in which actual members of Alpha Phi Alpha were featured. Cundieff is a graduate of the University of Southern California.

Description above from the Wikipedia article Rusty Cundieff, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1960-12-13,"Pittsburgh, Pennsylvania, USA"
Dominique Othenin-Girard,32813,"Dominique Othenin-Girard (born 13 February 1958) is a Swiss-French film director, producer and screenwriter. He is known for directing such films as After Darkness (1985), which was nominated for a Golden Bear Award, and Halloween 5: The Revenge of Michael Myers (1989), as well as for directing the television miniseries The Crusaders (2001). Othenin-Girard is also active in promoting awareness for Down syndrome.

Dominique Othenin-Girard was born in 1958 in Le Locle, Neuchâtel, Switzerland, to French painter Ivan Othenin-Girard and Sonia Calame. His early years were spent traveling to lands that were in culturally different from his native Switzerland; first for an extended stay in Greece and then to live in Iran where his father established the Fine Arts Program in Tehran. At 7 years old he returned to Switzerland with his mother, brother and sister, where he remained until going to the United States as an exchange student when he was 16 years old. He began studying photography and was accepted at the London Film School.

Othenin-Girard graduated from the London Film School with a Masters of Arts in directing and editing. In 1982 he founded his own production company, Dog Productions, to produce, write and direct his first feature film, the psychosocial thriller After Darkness (1984), starring John Hurt with Julian Sands which was nominated for a Golden Bear at the 35th Berlin International Film Festival. He continued to direct film for the TSR and British HTV until 1987 when he moved to Los Angeles. Othenin-Girard directed the 1990 horror film Night Angel, and went on to direct and co-write the 1989 slasher film Halloween 5: The Revenge of Michael Myers.

In 1990, Othenin-Girard's sister-in-law, who has Down syndrome, moved in with his family. This inspired him to tell the story of a family with a child with Down's syndrome. To accomplish this he founded the production company Alhena Films SA in Los Angeles to co-write and direct the family drama Sandra: c’est la vie (1992). He took this theme up again by co-writing and directing the German television film Florian: Love with All His Heart, which was RTL's highest rated film[citation needed] and received praise from Down syndrome advocate groups.

In the 1990s and 2000s Othenin-Girard worked in Germany, the US, and Italy, directing films on topics as diverse as organ transplant and action thrillers. During this period one of his major works was The Crusaders, an epic romantic miniseries about the Christian crusaders in the 11th century. He continued producing film for television, for RTS.

After 35 years mostly outside his native land he returned to Switzerland in 2010 to direct, co-create and co-write a 4-hour historical docudrama, Les Suisses, chronicling the history of the Swiss Federation from the 14th to the 19th century. The epic story would take three years to complete and was shot French, German, and Italian; it would represent Othenin-Girard's tribute to his homeland. ...

Source: Article ""Dominique Othenin-Girard"" from Wikipedia in English, licensed under CC-BY-SA 3.0.",1958-02-13,"Le Locle, Switzerland"
Jean-Jacques Mantello,111085,,,
Risa Bramon Garcia,3191,"Risa Bramon Garcia (born in 1956 in Montréal, Québec, Canada) is a Canadian film director and casting director. She is known for her directorial debut 200 Cigarettes (1999) and for her work on JFK (1991) and True Romance (1993).",,"Montreal, Quebec, Canada"
Brian Klugman,51996,"Brian Klugman (born September 15, 1975) is an American actor. Klugman was born in the suburbs of Philadelphia, Pennsylvania. His father is a real estate broker, and his mother is a school teacher. Klugman's uncle is Golden Globe Award-winning actor Jack Klugman. Klugman has two brothers and one sister: Michael ""Mike"" Klugman (b. 1985), Jeffrey ""Jeff"" Klugman (b. 1972), and Laurie Klugman (b. 1977). He attended the Germantown Academy for high school, and Carnegie Mellon University for 2 years. Brian is nicknamed ""Klugger"". Klugman's most recent role has been in House on the episode ""97 Seconds"" as Thomas Stark, he has also appeared in Cloverfield, The Bogus Witch Project, Dreamland, Frasier, Joan of Arcadia, and National Lampoon's Adam & Eve. Klugman also appeared in the 2009 horror/thriller Vacancy 2: The First Cut in the role of ""Reece"".

​From Wikipedia, the free encyclopedia",1975-09-15,"Philadelphia, Pennsylvania, USA"
Matt Piedmont,589159,American film director and writer mostly known for his work in comedy.,1970-04-26,"Walnut Creek, California, USA"
Raymond De Felitta,99496,"​From Wikipedia, the free encyclopedia

Raymond De Felitta (born 30 June 1964) is an American independent filmmaker, writer and musician from New York City.

Description above from the Wikipedia article Raymond De Felitta, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1964-06-30,
John Michael McDonagh,65594,"John Michael McDonagh is an English-born film director and screenwriter of Irish descent. He wrote and directed The Guard. His brother is the playwright and filmmaker Martin McDonagh.

Description above from the Wikipedia article John Michael McDonagh, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1967-01-01,"Elephant and Castle, London, England"
Deb Hagan,77911,,,
Zach Cregger,,,,
Zach Braff,,,,
Mark Tarlov,18679,,1952-01-01,
John Cameron Mitchell,,,,
Jon Knautz,80006,"Jon Knautz, born on December 25, 1979, in Ottawa, Ontario, Canada, is a Canadian film director and screenwriter known for his work in the horror genre. He began developing his filmmaking craft in high school and later completed the Film Foundation program at the Vancouver Film School. His first short film, Apt. 310 (2002), played at eleven film festivals and garnered two awards for Best Short Film. In 2004, he received a grant from the Ontario Arts Council to direct the short film The Other Celia. He followed this with the critically acclaimed short film Still Life (2005), for which he was awarded Best Director at the Malibu Film Festival in 2006. Knautz's feature films include Jack Brooks: Monster Slayer (2007), The Shrine (2010), and Goddess of Love (2015).",1979-12-25,"Ottawa, Ontario, Canada"
David Atkins,67910,,,"Newton, Massachusetts, USA"
Patrick Stettner,59210,,,
Sam Peckinpah,7767,"From Wikipedia, the free encyclopedia.

David Samuel ""Sam"" Peckinpah (February 21, 1925 – December 28, 1984) was an American filmmaker and screenwriter who achieved prominence following the release of the Western epic The Wild Bunch (1969). He was known for the innovative and explicit depiction of action and violence, as well as his revisionist approach to the Western genre.

Peckinpah's films generally deal with the conflict between values and ideals, and the corruption of violence in human society. He was given the nickname ""Bloody Sam"" owing to the violence in his films. His characters are often loners or losers who desire to be honorable, but are forced to compromise in order to survive in a world of nihilism and brutality.

Peckinpah's combative personality, marked by years of alcohol and drug abuse, has often overshadowed his professional legacy. Many of his films were noted for behind-the-scenes battles with producers and crew members, damaging his reputation and career during his lifetime. Many of his films, such as Straw Dogs (1971), Pat Garrett &amp; Billy the Kid (1973) and Bring Me the Head of Alfredo Garcia (1974), remain controversial.

Description above from the Wikipedia article Sam Peckinpah, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1925-02-21,"Fresno, California, United States"
Michael Crichton,4782,"John Michael Crichton (/ˈkraɪtən/ KRY-tən; October 23, 1942 – November 4, 2008) was an American author and filmmaker. His books have sold over 200 million copies worldwide, and over a dozen have been adapted into films. His literary works heavily feature technology and are usually within the science fiction, techno-thriller, and medical fiction genres. Crichton's novels often explore human technological advancement and attempted dominance over nature, both with frequently catastrophic results; many of his works are cautionary tales, especially regarding themes of biotechnology. Several of his stories center on themes of genetic modification, hybridization, paleontology and/or zoology. Many feature medical or scientific underpinnings, reflective of his own medical background.

Crichton received an MD from Harvard Medical School in 1969 but did not practice medicine, choosing to focus on his writing instead. Initially writing under a pseudonym, he eventually published 25 novels in his lifetime, including: The Andromeda Strain (1969), The Terminal Man (1972), The Great Train Robbery (1975), Congo (1980), Sphere (1987), Jurassic Park (1990), Rising Sun (1992), Disclosure (1994), The Lost World (1995), Airframe (1996), Timeline (1999), Prey (2002), State of Fear (2004), and Next (2006). Four more novels, in various states of completion, were published after his death in 2008.

Crichton was also involved in the film and television industry. In 1973, he wrote and directed Westworld, the first film to use 2D computer-generated imagery. He also directed Coma (1978), The First Great Train Robbery (1978), Looker (1981), Runaway (1984), and Physical Evidence (1989). He was the creator of the television series ER (1994–2009), and several of his novels were adapted into films, most notably the Jurassic Park franchise.

Description above from the Wikipedia article Michael Crichton, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1942-10-23,"Chicago, Illinois, USA"
Sylvio Tabet,24757,,,
Rick Bieber,71339,,,
Joey Lauren Adams,,,,
Fred Zinnemann,4065,"From Wikipedia, the free encyclopedia

Alfred ""Fred"" Zinnemann (April 29, 1907 – March 14, 1997), born in the former Austro-Hungarian Empire, was an American film director. He won four Academy Awards for directing films in various genres, including thrillers, westerns, film noir and play adaptations. He made 25 feature films during his 50-year career.

Zinnemann was among the first directors to insist on using authentic locations and for mixing stars with civilians to give his films more realism. Within the film industry, he was considered a maverick for taking risks and thereby creating unique films, with many of his stories being dramas about lone and principled individuals tested by tragic events. According to one historian, Zinnemann's style demonstrated his sense of ""psychological realism and his apparent determination to make worthwhile pictures that are nevertheless highly entertaining.""

Some of his most notable films were The Men (1950), High Noon (1952), From Here to Eternity (1953), Oklahoma! (1955), The Nun's Story (1959), A Man For All Seasons (1966), The Day of the Jackal (1973), and Julia (1977). His films have received 65 Oscar nominations, winning 24.

Zinnemann directed and introduced a number of stars in their U.S. film debuts, including Marlon Brando, Rod Steiger, Pier Angeli, Julie Harris, Brandon deWilde, Montgomery Clift, Shirley Jones and Meryl Streep. He directed 19 actors to Oscar nominations, including Frank Sinatra, Montgomery Clift, Audrey Hepburn, Glynis Johns, Paul Scofield, Robert Shaw, Wendy Hiller, Jason Robards, Vanessa Redgrave, Jane Fonda, Gary Cooper and Maximilian Schell.

Fred Zinnemann died in London, England in 1997. He was 89 years old.",1907-04-29,"Rzeszów, Poland"
S.R. Bindler,75882,,1970-02-14,
Greg Marcks,57125,"​From Wikipedia, the free encyclopedia.

Greg Marcks  (born Concord, Massachusetts, August 12, 1976) is a writer/director of motion pictures who lives in Silver Lake, Los Angeles, California.

Description above from the Wikipedia article Greg Marcks, licensed under CC-BY-SA, full list of contributors on Wikipedia",1976-08-12,"Concord, Massachusetts, USA"
Perry Lang,124783,,1959-12-24,"Palo Alto, California, USA"
Jake Goldberger,114596,,1977-05-12,"New York City, New York, USA"
William Kaufman,228177,"William Kaufman, is an American director, screenwriter and producer. His works are mainly low-budget action films, such as Sinners and Saints and Daylight's End. Wikipedia",1974-01-01,"Tokyo, Japan"
Jim O'Hanlon,152249,,1970-11-03,"Dublin, Ireland"
Cédric Klapisch,17520,"Cédric Klapisch (born September 4, 1961), is a French film director. Klapisch was born at Neuilly-sur-Seine, Hauts-de-Seine. He is from a Jewish family; his maternal grandparents were deported to Auschwitz. He studied cinema at the University of Paris III: Sorbonne Nouvelle as well as at the University of Paris VIII. He was rejected on two occasions by the prestigious French film school IDHEC (Institut des hautes études cinématographiques), now known as La fémis. He later attended the film school at New York University from 1983 to 1985. During the 1980s, he started to shoot short films such as In transit or Ce qui me meut. He subsequently worked as a scriptwriter and he became a director for feature films. He has also directed a nature documentary for French television. Klapisch's next film, Ni pour, ni contre (bien au contraire), had its production delayed for 4 months. During this period, he devised a new, low-budget product, which became L'Auberge Espagnole (The Spanish Apartment). Shot in Spain, this film became his greatest box-office success.",1961-09-04,"Neuilly-sur-Seine, Hauts-de-Seine, France"
Kate Barker-Froyland,1280037,,,
Martin Koolhoven,80630,"Martin Koolhoven (born April 25, 1969 in The Hague) is a Dutch film director and screenwriter.

Born as Martinus Wouter Koolhoven, Koolhoven graduated from Dutch film school in 1996 and almost immediately made an impact on the Dutch film industry with his 53 minute television film Duister Licht (""Dark Light"") in which the slaughtering of a pig was shown. The film was nominated twice at the Dutch Film Festival.

It was his next (and first feature length) film however that established his name, also outside of the Netherlands. Suzy Q (also made for television) became the most awarded Dutch film of 1999 and established both Koolhoven's career and that of actress Carice van Houten, who Koolhoven worked with several times in the films to come.

His first film for the cinema, AmnesiA, got a small theatical release in New York.

Koolhoven started off with strongly stylized films that were all hailed by the critics, but never gained commercial success. In 2005 that changed when he went into the mainstream with Schnitzel Paradise, that not only got him rave reviews (both inside and outside the Netherlands), but was the highest grossing Dutch film of that year. The film was shown at many international film festivals (amongst them the Berlin Film Festival and the Karlovy Vary Film Festival where it was part of the Variety Critic's choice.) The film was sold to more than 20 countries, which is a remarkable amount for a Dutch film.

In the same year Koolhoven released Bonkers, which internationally became his most awarded film and performed well at the box office. He also was the first director to have two films in the Dutch box office top 20.

""n Beetje Verliefd (2006) (Happy Family) was his third hit film in two years time, earning him another Golden Film. It was followed in 2008 by Oorlogswinter (Winter in Wartime), a Dutch movie based on the hit novel by the same name, written by Jan Terlouw, which went platinum. The movie was praised by almost all critics (including Variety that wrote a raving review) and was an enormous succes at the box office, being the number one movie at Christmas 2008 in The Netherlands. Winter in Wartime grossed more money than all previous movies Koolhoven made together. The movie outgrossed competing movies like The Dark Night and Twilight and was the Dutch entry for the Academy Awards. It made the shortlist of 9 movies, but failed to get nominated. The movie is being distributed in the United States by Sony Classics.

Description above from the Wikipedia article Martin Koolhoven, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1969-04-25,"The Hague, Netherlands"
